claim_id,batch,source_id,claim_type,formal_status,model,mathlib_area,preconditions,formal_statement,label
f5-normalized-pair-criterion-005,B04,faugere-f5-2002,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"The F5 correctness criterion is expressed using admissible signed polynomials, normalized critical pairs, and signature-compatible reductions."
f5-overconstrained-warning-012,B04,faugere-f5-2002,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),regular-sequence,,The paper states that F5 is not always faster than F4 and expects poor performance on overconstrained systems; the largest benefits are expected when the number of equations does not exceed the number of variables.
f5-reducer-four-conditions-008,B04,faugere-f5-2002,,formalizable_hard,plain,(unassigned),,,"The IsReducible step requires ordinary leading-term divisibility, satisfaction of the new normalization criterion, absence of an applicable rewrite rule, and avoidance of an identical matrix row."
f5-regular-sequence-zero-002,B04,faugere-f5-2002,,formalizable_hard,plain,(unassigned),regular-sequence;regular-sequence,,"The paper proves that a regular-sequence input produces no reduction to zero, while repeated or structurally dependent equations can still create reductions to zero in non-regular cases."
f5-signature-criterion-001,B04,faugere-f5-2002,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),regular-sequence,,"F5 augments polynomials with signatures and proposes a criterion that eliminates useless critical pairs; for a regular-sequence input, the paper states that no useless critical pairs are generated."
f5-signature-reuse-004,B04,faugere-f5-2002,,formalizable_hard,plain,(unassigned),,,Signatures assign a unique provenance to generated polynomials and allow the algorithm to recognize and reuse computations already performed at lower degrees.
f5-zero-reduction-syzygy-010,B04,faugere-f5-2002,,formalizable_hard,plain,Mathlib.RingTheory.MvPolynomial (partial),,,"When F5 encounters a reduction to zero, the paper links its signature to a syzygy not generated by the principal syzygies used by the criterion."
galbraith-gaudry-zero-dimensional-002,B04,galbraith-mpkc-2012,,formalizable_hard,generic_group,Mathlib.RingTheory.MvPolynomial (partial),zero-dimensionality;generic_group_model,,"Gaudry assumes the descended algebraic set is generically zero-dimensional, after which rational solutions can be obtained by a Groebner basis followed by roots of univariate polynomials."
galbraith-summation-solving-bottleneck-001,B04,galbraith-mpkc-2012,,formalizable_hard,plain,(unassigned),,,"For prime-field Semaev decomposition, all index-calculus ingredients are available except efficient factor-base decomposition; the book notes that no efficient method was known for the bounded summation-polynomial equation even at n = 5."
galbraith-three-variable-heuristic-006,B04,galbraith-mpkc-2012,,formalizable_hard,plain,(unassigned),algebraic-independence;algebraic-independence,,"For integer polynomials in three or more variables, known small-root methods may produce several polynomials sharing the root, but there is no general guarantee that these polynomials are algebraically independent."
ghs-hyperelliptic-index-two-phase-007,B05,ghs-2002,,formalizable_hard,plain,(unassigned),,,The attack stage uses hyperelliptic index calculus with relation collection over a factor base followed by sparse linear algebra.
satoh-explicit-mod-p2-evaluation-004,B05,satoh-araki-1998,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,"For a short Weierstrass anomalous curve, Corollary 3.6 gives an explicit procedure over Z/p^2Z to evaluate lambda_E using a lifted point and the multiple (p-1)A."
cheng-huang-corollary-short-lift-program-014,B06,cheng-huang-partial-lifting-2004,existence_result,formalizable_hard,plain,(unassigned),,,"If a finite-field point is liftable in the specified setting, at least one rational lift has projective coordinates with a straight-line program of polylogarithmic length in the input parameters."
cheng-huang-height-decision-definition-003,B06,cheng-huang-partial-lifting-2004,problem_definition,formalizable_hard,plain,(unassigned),,,The height decision problem asks whether a finite-field point has any rational lift on the chosen rational curve whose naive height is at most a supplied bound.
cheng-huang-large-coordinates-short-slp-012,B06,cheng-huang-partial-lifting-2004,representation_compression,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"Although a minimal-height rational lift may have coordinates requiring exponentially many bits when expanded, scalar multiplication can give those coordinates a short straight-line description."
cheng-huang-partial-lifting-program-001,B06,cheng-huang-partial-lifting-2004,reduction_program,formalizable_hard,plain,(unassigned),,,The paper replaces explicit rational point lifting with three partial-information problems and reduces ECDLP to each of them under stated rank-distribution assumptions.
cheng-huang-proposition1-polylog-slp-013,B06,cheng-huang-partial-lifting-2004,straight_line_complexity,formalizable_hard,plain,(unassigned),,,The properly reduced projective coordinates of a scalar multiple mP admit a straight-line program whose length is polynomial in the logarithms of the curve coefficients and m.
cheng-huang-slp-definition-008,B06,cheng-huang-partial-lifting-2004,problem_definition,formalizable_hard,plain,(unassigned),,,The straight-line description problem asks for polynomial-length straight-line programs representing projective coordinates of any rational lift of the finite-field point.
hkt-asymptotic-lower-range-open-012,B06,huang-kueh-tan-2000,scope_boundary,formalizable_hard,plain,(unassigned),,,The paper explicitly states that its asymptotic analysis leaves open the possibility that lifting or xedni techniques could behave differently for lower finite-field sizes.
hkt-construction-independent-bound-008,B06,huang-kueh-tan-2000,method_independence,formalizable_hard,plain,(unassigned),,,"The tuple-count obstruction is formulated independently of the particular procedure used to construct the rational curve and its lifts, provided the resulting objects satisfy the stated rank and height bounds."
hkt-lifting-two-obstacles-001,B06,huang-kueh-tan-2000,bottleneck_decomposition,formalizable_hard,plain,(unassigned),,,A lifting-based index-calculus approach to ECDLP faces two distinct obstacles: constructing a rational lift of sufficiently large rank and lifting finite-field points to rational points of reasonably bounded height.
hkt-no-direct-secp-attack-013,B06,huang-kueh-tan-2000,scope_boundary,formalizable_hard,plain,(unassigned),,,The paper derives necessary conditions and obstructions for lifting-based attacks; it does not provide an algorithm that solves random single-target ECDLP on a prime-field curve.
hkt-proposition1-relation-coefficient-bound-004,B06,huang-kueh-tan-2000,height_relation_bound,formalizable_hard,plain,(unassigned),,,"For a rational elliptic curve of rank at most r, any r+1 rational points of canonical height at most h satisfy a nontrivial integer relation with coefficients bounded in terms of r and h divided by the logarithm of the minimal discriminant."
hkt-xedni-fixed-r-fails-asymptotically-009,B06,huang-kueh-tan-2000,attack_lower_bound,formalizable_hard,plain,(unassigned),,,A xedni-style method that lifts only a fixed bounded number of random points has asymptotically negligible success probability under the paper's assumptions.
jacobson-xedni-constant-relation-bound-007,B06,jacobson-xedni-analysis-2000,height_relation_bound,formalizable_hard,plain,(unassigned),,,"For a dependent lifted tuple satisfying the stated height and discriminant conditions, there is a nonzero integer relation whose coefficients are bounded by an absolute constant independent of p."
jacobson-xedni-empirical-implementation-009,B06,jacobson-xedni-analysis-2000,reproduction_record,formalizable_hard,plain,(unassigned),,,The authors implemented the xedni experiments using LiDIA and SIMATH and measured dependence behavior on generated rational lifts.
jacobson-xedni-lift-curve-fit-001,B06,jacobson-xedni-analysis-2000,algorithm_description,formalizable_hard,plain,(unassigned),,,The xedni construction lifts several finite-field points to rational points and then constructs an elliptic curve over the rationals passing through those lifts while reducing to the original curve modulo p.
jacobson-xedni-linear-runtime-lower-bound-008,B06,jacobson-xedni-analysis-2000,end_to_end_complexity,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,Combining the bounded relation coefficients with the probability count gives an asymptotic requirement of order p trials for the analyzed xedni attack.
jacobson-xedni-practical-negative-result-012,B06,jacobson-xedni-analysis-2000,attack_assessment,formalizable_hard,plain,(unassigned),,,The numerical experiments and asymptotic analysis jointly support the conclusion that the analyzed xedni calculus is impractical for cryptographic-size prime fields.
jacobson-xedni-random-combinations-002,B06,jacobson-xedni-analysis-2000,input_transformation,formalizable_hard,plain,(unassigned),,,"The attack begins with a bounded number of random linear combinations of the input points P and Q, most plausibly four to six in the parameter discussion, and attempts to lift those combinations."
jacobson-xedni-reverse-mestre-correlation-011,B06,jacobson-xedni-analysis-2000,heuristic_evaluation,formalizable_hard,plain,(unassigned),,,"Reverse-Mestre local conditions occurred more frequently among dependent samples in some experiments, but the measured effect was far too small to overcome the low absolute dependence probability."
jacobson-xedni-scope-not-all-lifting-013,B06,jacobson-xedni-analysis-2000,scope_boundary,formalizable_hard,plain,(unassigned),,,The paper's negative conclusion is directed at the xedni construction based on a bounded collection of rational lifts and does not constitute a theorem that every possible lifting-based ECDLP method must fail.
jacobson-xedni-theorem4-success-bound-006,B06,jacobson-xedni-analysis-2000,success_probability_bound,formalizable_hard,plain,(unassigned),,,"Under the height and discriminant assumptions stated in the analysis, the probability that one xedni trial produces a useful dependence is bounded above by a constant divided by p."
lauter-stange-eds-problem-definitions-001,B06,lauter-stange-2008,problem_definition,formalizable_hard,plain,(unassigned),,,"The paper defines EDS Association, EDS Residue, and width-s EDS Discrete Log as sequence problems tied to the unknown multiplier in an elliptic-curve discrete logarithm instance."
lauter-stange-elliptic-net-recurrence-003,B06,lauter-stange-2008,mathematical_definition,formalizable_hard,plain,(not in Mathlib: lattice reduction),,,"An elliptic net is a map from an integer lattice to a field satisfying a four-term nonlinear recurrence, and rank-one elliptic nets are elliptic divisibility sequences."
lauter-stange-fast-term-computation-010,B06,lauter-stange-2008,sequence_evaluation_complexity,formalizable_hard,plain,(complexity: needs explicit cost model),,,"An EDS term at index t can be computed using logarithmically many recurrence steps, with bit complexity polynomial in log t and log q in the stated field-operation model."
lauter-stange-hardness-duality-008,B06,lauter-stange-2008,case_split,formalizable_hard,plain,(unassigned),,,"EDS Association is trivial for a perfectly periodic normalization but hard in the non-perfect case, whereas EDS Discrete Log can reduce to a finite-field DLP in the non-perfect case and remains the hard variant in the perfect case."
lauter-stange-perfect-periodic-construction-005,B06,lauter-stange-2008,periodic_normalization,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"When the point order is greater than three and coprime to q−1, an explicitly rescaled associated EDS is perfectly periodic with period equal to the point order."
lauter-stange-perfect-periodic-point-computation-006,B06,lauter-stange-2008,representation_map,formalizable_hard,plain,(unassigned),,,"For the perfectly periodic normalization, the sequence value at index n can be computed from the curve point [n]P without first knowing n."
lauter-stange-residue-conditions-015,B06,lauter-stange-2008,assumption_audit,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The EDS-residue route requires explicit arithmetic conditions including odd order, coprimality with q−1, and a nonresidue scaling factor; these conditions are logically separate from the existence of the EDS itself."
lauter-stange-residue-product-parity-013,B06,lauter-stange-2008,residuosity_leakage,formalizable_hard,plain,(unassigned),,,"Under the proposition's conditions, quadratic residuosity of a specified product of EDS terms reveals the parity of the hidden multiplier when the scaling factor is a quadratic nonresidue."
lauter-stange-three-term-x-coordinate-009,B06,lauter-stange-2008,local_reconstruction,formalizable_hard,plain,(unassigned),,,Three consecutive suitable EDS terms determine the x-coordinate of the corresponding multiple [n]P.
stange-arbitrary-field-net-polynomials-007,B06,stange-2011,field_generalization,formalizable_hard,plain,(unassigned),,,The net-polynomial construction extends from complex uniformization to arbitrary base fields through algebraic formulas with controlled coefficient rings.
stange-curve-net-poset-isomorphism-013,B06,stange-2011,structural_bijection,formalizable_hard,plain,(unassigned),,,"The paper establishes an explicit isomorphism between scale-equivalence classes of nondegenerate elliptic nets and equivalence classes of cubic curves with appropriate marked points, preserving inclusion and relation structure."
stange-degenerate-cases-open-014,B06,stange-2011,open_problem,formalizable_hard,plain,(unassigned),,,"Degenerate elliptic nets and singular boundary cases are not fully covered by the main classification, and extending the correspondence to them is left as further work."
stange-elliptic-net-definition-001,B06,stange-2011,mathematical_definition,formalizable_hard,plain,(not in Mathlib: lattice reduction),,,"An elliptic net is a map from a finitely generated free abelian group to an integral domain, vanishing at zero and satisfying the stated quartic recurrence for every four lattice inputs."
stange-finite-initial-determination-004,B06,stange-2011,finite_generation,formalizable_hard,plain,(unassigned),,,"Subject to nonvanishing conditions, a finite collection of initial values determines every term of a rank-one, rank-two, or higher-rank elliptic net through the recurrence and Laurent formulas."
stange-general-reconstruction-theorem-012,B06,stange-2011,reconstruction_theorem,formalizable_hard,plain,(unassigned),,,"A normalized nondegenerate elliptic net determines an associated cubic curve and marked points, uniquely up to the stated unihomothetic change of variables."
stange-laurentness-integrality-005,B06,stange-2011,laurent_property,formalizable_hard,plain,(unassigned),,,"The recurrence expressions for net terms have a Laurent property in finitely many initial terms, yielding integrality statements when those seeds lie in an appropriate integral domain."
stange-net-polynomial-linear-relation-006,B06,stange-2011,relation_encoding,formalizable_hard,plain,(unassigned),,,Net polynomials are rational functions on a product of elliptic curves whose zeros encode prescribed integer linear relations among the input points.
stange-rank-two-explicit-reconstruction-011,B06,stange-2011,explicit_reconstruction,formalizable_hard,plain,Mathlib.AlgebraicGeometry.EllipticCurve,,,"For nondegenerate rank-two nets, explicit rational formulas reconstruct a Weierstrass cubic and two marked points from a finite set of net values."
stange-rankone-eds-generalization-002,B06,stange-2011,representation_generalization,formalizable_hard,plain,(unassigned),,,"Rank-one elliptic nets recover elliptic divisibility sequences, while higher-rank nets encode several points and their integer linear combinations."
stange-scale-equivalence-normalization-010,B06,stange-2011,equivalence_normalization,formalizable_hard,plain,(unassigned),,,"Elliptic nets related by the specified quadratic scaling represent the same underlying curve-point data up to the paper's equivalence, and normalized representatives remove this freedom."
stange-unique-net-polynomial-family-008,B06,stange-2011,uniqueness_theorem,formalizable_hard,plain,(unassigned),,,The normalized collection of net polynomials satisfying the recurrence and divisor conditions is uniquely determined.
glv-domain-precomputation-017,B07,glv-2001,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"The short kernel basis depends only on the shared domain parameters n and lambda, not on the individual scalar k, so it can be precomputed."
glv-efficiency-versus-attack-boundary-024,B07,glv-2001,,formalizable_hard,plain,(unassigned),,,"The paper separates an efficient representation of known scalars from cryptanalysis: its demonstrated gain is in computing [k]P, while its security discussion identifies at most small-factor ECDLP gains from the special structure."
glv-endomorphism-cost-threshold-009,B07,glv-2001,,formalizable_hard,plain,Mathlib.AlgebraicGeometry.EllipticCurve.Isogeny (partial),,,The proposed acceleration is advantageous only when evaluating the endomorphism costs substantially less than the doublings it replaces; the paper suggests a practical range below about five point doublings.
glv-jzero-orderthree-map-005,B07,glv-2001,,formalizable_hard,plain,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"For p congruent to 1 modulo 3 and a curve y^2=x^3+b over F_p, an element beta of order three defines the endomorphism (x,y) mapped to (beta*x,y)."
glv-kernel-lattice-formulation-014,B07,glv-2001,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"Scalar decomposition is formulated as finding a short vector in the coset of the kernel of the homomorphism f(i,j)=i+lambda*j modulo n."
glv-known-dlp-gain-small-factor-021,B07,glv-2001,,formalizable_hard,plain,(complexity: needs explicit cost model),,,"For curves passing the listed checks, the paper reports no then-known attack that substantially reduces ECDLP time and characterizes automorphism-related attacks as yielding only a small-factor improvement."
glv-point-multiplication-scope-001,B07,glv-2001,,formalizable_hard,plain,(unassigned),,,The paper addresses forward scalar multiplication kP on elliptic curves and proposes an efficiency method for that operation; its stated contribution is not an algorithm for recovering k from P and kP.
glv-prime-field-generalization-007,B07,glv-2001,,formalizable_hard,plain,Mathlib.AlgebraicGeometry.EllipticCurve.Isogeny (partial),,,The GLV approach extends efficient-endomorphism scalar multiplication beyond Koblitz binary curves to a wider class including certain curves over prime fields.
glv-rounding-norm-bound-018,B07,glv-2001,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"Rounding the rational coordinates of (k,0) in the short kernel basis produces a coset representative whose norm is bounded by the larger basis-vector norm."
glv-special-curve-caution-019,B07,glv-2001,,formalizable_hard,plain,Mathlib.AlgebraicGeometry.EllipticCurve.Isogeny (partial),,,Curves with efficiently computable endomorphisms are special instances and should be reviewed for attacks that exploit their additional structure rather than assumed equivalent to random curves without analysis.
glv-two-dimensional-decomposition-010,B07,glv-2001,,formalizable_hard,plain,(unassigned),,,"The central decomposition writes k congruent to k1+k2*lambda modulo n with two small components, reducing a full-length scalar multiplication to a simultaneous multiplication using P and phi(P)."
luo-concurrent-time-space-tradeoff-016,B09,luo-et-al-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The paper distinguishes its inversion-centered space optimization from concurrent residue-number-system work that uses fewer qubits at a substantially higher gate count.
luo-exact-register-sharing-004,B09,luo-et-al-2026,,formalizable_hard,quantum,(unassigned),,,The refined register-sharing construction is claimed to be exactly reversible and to avoid the fidelity loss associated with truncating rare Euclidean trajectories in the older Proos-Zalka proposal.
luo-explicit-reversible-circuit-011,B09,luo-et-al-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The paper supplies explicit reversible pseudocode and quantum building blocks rather than only an asymptotic register-sharing argument.
luo-inversion-dominates-space-002,B09,luo-et-al-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The paper identifies reversible modular inversion during affine point addition as the dominant contributor to logical-qubit width.
luo-length-register-location-arithmetic-003,B09,luo-et-al-2026,,formalizable_hard,quantum,(unassigned),,,Intermediate Euclidean variables are stored compactly using length registers and location-controlled arithmetic.
luo-logical-not-physical-015,B09,luo-et-al-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"The reported improvements are at the logical-circuit level and do not by themselves specify physical qubits, surface-code cycles, factories, or wall-clock time."
luo-modinv-qubits-005,B09,luo-et-al-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The modular-inversion circuit uses 3n + 4 floor(log2 n) + O(1) logical qubits.
luo-nonstandard-blocks-not-optimal-012,B09,luo-et-al-2026,,formalizable_hard,quantum,(complexity: needs explicit cost model),,,The authors state that several non-standard arithmetic components are highly non-trivial and may not be optimal in gate complexity or depth.
luo-open-implementation-boundary-013,B09,luo-et-al-2026,,formalizable_hard,quantum,(unassigned),,,"The work provides implementation details and an associated repository, enabling a stronger reproducibility target than an undisclosed circuit claim."
luo-prime-field-scope-014,B09,luo-et-al-2026,,formalizable_hard,quantum,(unassigned),,,The design addresses ECDLP over n-bit prime fields and does not claim the same resource formulas for binary-field curves.
luo-space-objective-001,B09,luo-et-al-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,Luo et al. target the logical-space bottleneck of quantum ECDLP and design a lower-width implementation of Shor's algorithm for prime-field curves.
pz-ec-specialization-001,B09,proos-zalka-2003,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,Proos and Zalka give an explicit specialization of Shor's discrete-log algorithm to elliptic-curve groups over prime fields.
pz-eea-time-space-012,B09,proos-zalka-2003,,formalizable_hard,quantum,(complexity: needs explicit cost model),,,The proposed reversible Euclidean implementation is analyzed with O(n^2) time and O(n) space.
pz-group-shift-core-007,B09,proos-zalka-2003,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The core quantum operation computes xP+yQ in superposition by decomposing scalar multiplication into controlled additions of classically precomputed point multiples.
pz-hidden-sublattice-formulation-004,B09,proos-zalka-2003,,formalizable_hard,quantum,(unassigned),,,"The elliptic-curve logarithm is encoded through the two-dimensional periodicity of the map (x,y) to xP+yQ, and Fourier samples reveal the hidden linear relation."
pz-input-register-elimination-008,B09,proos-zalka-2003,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"The authors show that the large input registers can be removed or recycled through semiclassical Fourier-processing ideas, reducing qubit requirements."
pz-logical-not-physical-boundary-016,B09,proos-zalka-2003,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"The reported qubit and operation counts describe a logical algorithm and do not establish the number of physical qubits, code distance, or runtime on a fault-tolerant machine."
pz-modular-inversion-bottleneck-010,B09,proos-zalka-2003,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,"Prime-field point addition reduces to reversible modular arithmetic, with modular inversion through the extended Euclidean algorithm identified as the main technical difficulty."
pz-power-two-qft-postprocessing-005,B09,proos-zalka-2003,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"A power-of-two Fourier transform can replace an exact transform of group order, with constant success probability and classical post-processing approaching unit success."
pz-prime-field-scope-002,B09,proos-zalka-2003,,formalizable_hard,quantum,(unassigned),,,The implementation is restricted to elliptic curves over GF(p) and does not cover binary or general extension-field representations.
pz-prime-known-order-assumption-003,B09,proos-zalka-2003,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The main presentation assumes a known prime order for the base point, while explaining how quantum order finding and standard reductions handle the more general case."
pz-reversible-eea-011,B09,proos-zalka-2003,,formalizable_hard,quantum,(unassigned),,,The extended Euclidean algorithm is reorganized into a reversible computation while controlling variable execution length and retained garbage.
pz-simplified-addition-rule-009,B09,proos-zalka-2003,,formalizable_hard,quantum,(unassigned),,,The point-addition circuit uses a simplified generic addition rule and treats exceptional inputs as rare events whose contribution can be bounded.
pz-unique-point-representation-006,B09,proos-zalka-2003,,formalizable_hard,quantum,(unassigned),,,"Finite affine points are represented uniquely by coordinate pairs modulo p, while the implementation is arranged so that a dedicated representation of the point at infinity is not normally required."
rns-affine-point-addition-006,B09,roetteler-2017,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The full cryptanalytic circuit is built around controlled affine elliptic-curve point addition and repeated scalar-multiplication steps.
rns-binary-gcd-inversion-005,B09,roetteler-2017,,formalizable_hard,quantum,(unassigned),,,Modular inversion is implemented reversibly through a Montgomery inverse based on the binary extended Euclidean algorithm.
rns-exceptional-addition-boundary-017,B09,roetteler-2017,,formalizable_hard,quantum,(unassigned),,,The affine point-addition construction relies on handling or bounding exceptional cases such as zero denominators rather than presenting a universally complete addition law.
rns-logical-resource-model-016,B09,roetteler-2017,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"The analysis counts logical qubits and Toffoli networks, deliberately stopping before physical-qubit mapping, magic-state production, and error-correction scheduling."
rns-montgomery-multiplication-benefit-004,B09,roetteler-2017,,formalizable_hard,quantum,(unassigned),,,"Within the implemented design, Montgomery multiplication reduces multiplication cost relative to a double-and-add construction while using available ancillas."
rns-p256-2330-qubits-013,B09,roetteler-2017,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"For the NIST P-256 instance, the simulated design requires 2330 logical qubits."
rns-prime-field-scope-002,B09,roetteler-2017,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The resource formulas are restricted to elliptic curves over prime fields represented in affine Weierstrass form.
rns-qubit-bound-009,B09,roetteler-2017,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The paper bounds logical width by 9n + 2 ceiling(log2 n) + 10 qubits for an n-bit prime-field ECDLP circuit.
rns-reversible-arithmetic-suite-003,B09,roetteler-2017,,formalizable_hard,quantum,(unassigned),,,"The construction supplies reversible circuits for modular addition, subtraction, negation, doubling, multiplication, squaring, and inversion."
rns-rsa-comparison-015,B09,roetteler-2017,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"Under the compared logical circuit models, attacking a 256-bit elliptic curve uses fewer logical qubits and Toffoli gates than factoring a 3072-bit RSA modulus at a similar classical security level."
rns-secp256k1-target-recognition-018,B09,roetteler-2017,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,secp256k1 is defined over F_p for the specified prime p with curve y^2 = x^3 + 7.,The paper explicitly lists secp256k1 among widely deployed prime-field curves threatened by sufficiently large quantum computers.
rns-simulated-standard-curves-008,B09,roetteler-2017,,formalizable_hard,quantum,(unassigned),,,Controlled point-addition networks were classically simulated and tested for standard prime curves from 192 through 521 bits.
sch-affine-constant-addition-012,B09,schrottenloher-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,Constant-point addition is performed in affine coordinates using modular arithmetic and coordinate lookups.
sch-disclosed-reproducible-design-003,B09,schrottenloher-2026,,formalizable_hard,quantum,(unassigned),,,"Unlike an undisclosed comparison target discussed in the paper, the circuit design principles are described and implemented in the Qarton framework for reproducibility."
sch-eea-dialog-bezout-split-014,B09,schrottenloher-2026,,formalizable_hard,quantum,(unassigned),,,Modular inversion and in-place multiplication are organized by separating a reversible Euclidean-operation transcript from a Bezout-coefficient reconstruction stage.
sch-generic-prime-variant-002,B09,schrottenloher-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,secp256k1 is defined over F_p for the specified prime p with curve y^2 = x^3 + 7.,"The paper also reports a generic circuit variant valid for arbitrary prime fields, with higher gate counts than the secp256k1-specialized version."
sch-inplace-multiplication-bottleneck-013,B09,schrottenloher-2026,,formalizable_hard,quantum,(unassigned),,,The paper identifies in-place modular multiplication as the dominant operation inside the optimized point-addition circuit.
sch-pointadd-gate-1446-006,B09,schrottenloher-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The reported gate-optimized secp256k1 point-addition circuit uses 1446 logical qubits and fewer Toffoli-class gates than the space-optimized variant.
sch-pointadd-space-1192-005,B09,schrottenloher-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,The reported space-optimized secp256k1 windowed point-addition circuit uses 1192 logical qubits before the small window overhead.
sch-secp-specific-circuits-001,B09,schrottenloher-2026,,formalizable_hard,quantum,Mathlib.AlgebraicGeometry.EllipticCurve,,,Schrottenloher publishes logical point-addition circuit architectures optimized specifically for secp256k1.
sch-semiclassical-qft-recycling-011,B09,schrottenloher-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,Semiclassical Fourier processing with qubit recycling removes the large u and v Fourier registers from the peak-width count.
sch-windowed-point-addition-core-010,B09,schrottenloher-2026,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The costly group operation is reduced to windowed addition of a classically selected constant point to a variable quantum point.
shor-abelian-extension-reported-011,B09,shor-1997,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,The paper reports that the approach had been generalized to abelian groups that are not cyclic.
shor-bqp-small-error-model-003,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"Quantum gate arrays and quantum Turing machines are described as polynomially equivalent when a small probability of error is allowed, motivating the BQP computation model."
shor-cyclic-field-generalization-010,B09,shor-1997,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The discrete-log algorithm extends to other efficiently represented cyclic field groups when generator order, multiplication, and inversion are available in polynomial time."
shor-discrete-log-two-exp-two-qft-007,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,"For multiplicative groups modulo a prime, the quantum discrete-log procedure is expressed using two modular exponentiations and two quantum Fourier transforms."
shor-good-output-constant-probability-008,B09,shor-1997,,formalizable_hard,quantum,(unassigned),,,The analysis identifies a set of Fourier-sampling outputs that occur with constant aggregate probability and carry recoverable information about the logarithm.
shor-hypothetical-quantum-model-002,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The algorithmic result is explicitly formulated for a hypothetical quantum computer rather than as a claim about existing hardware.
shor-order-finding-periodicity-005,B09,shor-1997,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,Quantum order finding extracts a hidden period by Fourier sampling and classical continued-fraction post-processing.
shor-order-finding-repetition-006,B09,shor-1997,,formalizable_hard,quantum,Mathlib.GroupTheory.OrderOfElement / Subgroup,,,"The order-finding success probability can be amplified to high probability with only polynomially many, and under suggested post-processing often constant-expected, repetitions."
shor-polynomial-recovery-crt-009,B09,shor-1997,,formalizable_hard,quantum,(unassigned),,,A polynomial number of samples plus classical gcd and Chinese-remainder processing suffices to recover the discrete logarithm in the analyzed setting.
shor-precision-decoherence-boundary-012,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The paper identifies precision and decoherence as central obstacles to executing long quantum computations and does not equate polynomial circuit complexity with near-term feasibility.
shor-qft-polynomial-construction-004,B09,shor-1997,,formalizable_hard,quantum,(not in Mathlib: quantum circuit cost model),,,The quantum Fourier transform for power-of-two dimensions is constructed with a circuit whose size is polynomial in the bit length.
